Model,mAP@0.5,mAP@0.5:0.95,Precision,Recall,F1-Score,mAP_Mobil,mAP_Motor,mAP_Orang,mAP_Truk
suBest4.pt,0.7742668472940051,0.5304292050906427,0.8121425478735791,0.7135708114539316,0.7596724684351576,0.5641503985253715,0.5956885591243166,0.23515754352317905,0.7267203191897036
